,Image,F1,Jaccard,Recall,Precision
25,2405.png,0.9188630490956072,0.8499043977055449,0.8548076923076923,0.9932960893854749
26,2100.png,0.8455882352941176,0.732484076433121,0.7371794871794872,0.9913793103448276
27,1351.png,0.8374384236453202,0.7203389830508474,0.9139784946236559,0.7727272727272727
28,76.png,0.9706219000381534,0.9429206819866568,0.9972559780478244,0.9453734671125975
29,463.png,0.893740902474527,0.8078947368421052,0.9475308641975309,0.8457300275482094
30,1536.png,0.8640915593705293,0.760705289672544,0.993421052631579,0.7645569620253164
31,1005.png,0.951048951048951,0.9066666666666666,0.9927007299270073,0.912751677852349
32,496.png,0.9708404802744426,0.9433333333333334,0.9675213675213675,0.9741824440619621
33,1132.png,0.9585062240663901,0.9203187250996016,0.9914163090128756,0.927710843373494
34,1683.png,0.8590831918505942,0.7529761904761905,0.8241042345276873,0.8971631205673759
35,1167.png,0.9587073608617595,0.9206896551724137,0.9434628975265018,0.9744525547445255
36,136.png,0.9037623762376238,0.8244219653179191,0.9005524861878453,0.9069952305246423
37,1010.png,0.9284467713787086,0.8664495114006515,0.9432624113475178,0.9140893470790378
38,1444.png,0.9380378657487092,0.8833063209076175,0.9855334538878843,0.8949096880131363
39,2058.png,0.0,0.0,0.0,0.0
40,777.png,0.8971477960242005,0.8134796238244514,0.8564356435643564,0.941923774954628
41,1926.png,0.6718266253869969,0.5058275058275058,0.5058275058275058,1.0
42,667.png,0.927012791572611,0.8639551192145862,0.8992700729927007,0.9565217391304348
43,754.png,0.6458874458874458,0.47698209718670076,0.48790058862001306,0.9551856594110115
44,2959.png,0.9004771642808452,0.8189708617482951,0.9382102272727273,0.8656618610747051
45,1885.png,0.43884892086330934,0.28110599078341014,0.2946859903381642,0.8591549295774648
46,1591.png,0.9286577992744861,0.8668171557562077,0.9746192893401016,0.8868360277136259
47,1243.png,0.9218106995884774,0.8549618320610687,1.0,0.8549618320610687
48,1429.png,0.95578231292517,0.9153094462540716,0.9859649122807017,0.9273927392739274
49,2965.png,0.43478260869565216,0.2777777777777778,0.2872744539411206,0.8936484490398818
50,64.png,0.957345971563981,0.9181818181818182,1.0,0.9181818181818182
51,240.png,0.5714285714285714,0.4,0.4034334763948498,0.9791666666666666
52,98.png,0.9621621621621622,0.9270833333333334,0.959051724137931,0.96529284164859
53,2858.png,0.8366219415943172,0.7191316146540027,0.7191316146540027,1.0
54,259.png,0.9556907037358818,0.9151414309484193,0.9212730318257957,0.9927797833935018
55,149.png,0.9523988711194732,0.9091235632183908,0.9749614791987673,0.930856932695844
56,326.png,0.9484259879437374,0.9019108280254777,0.9242819843342036,0.9738651994497937
57,1481.png,0.9247606019151847,0.8600508905852418,0.949438202247191,0.9013333333333333
58,1962.png,0.853901494189264,0.7450507001448575,0.7726589884827241,0.9542362399505256
59,1566.png,0.6666666666666666,0.5,0.5119047619047619,0.9555555555555556
60,2176.png,0.9048543689320389,0.8262411347517731,0.9580592105263158,0.8572479764532744
