epoch,dice_coef,learning_rate,loss,val_dice_coef,val_loss
0,0.14188601076602936,9.999999747378752e-05,0.8581141829490662,0.04165184870362282,0.9580298662185669
1,0.26923641562461853,9.999999747378752e-05,0.7307634353637695,0.027855845168232918,0.9719447493553162
2,0.3523750603199005,9.999999747378752e-05,0.6476249098777771,0.024869011715054512,0.9750053286552429
3,0.43645572662353516,9.999999747378752e-05,0.5635443925857544,0.08478167653083801,0.9145886898040771
4,0.5095161199569702,9.999999747378752e-05,0.4904838502407074,0.30600208044052124,0.6915265917778015
5,0.5740228295326233,9.999999747378752e-05,0.42597708106040955,0.5555429458618164,0.4435514509677887
6,0.6237072348594666,9.999999747378752e-05,0.37629279494285583,0.49983644485473633,0.49832049012184143
7,0.6662343740463257,9.999999747378752e-05,0.33376601338386536,0.6012411117553711,0.398298978805542
8,0.7070460319519043,9.999999747378752e-05,0.2929539978504181,0.6045985817909241,0.3936081528663635
9,0.7360060214996338,9.999999747378752e-05,0.2639937996864319,0.6625326871871948,0.3364439010620117
10,0.7580499649047852,9.999999747378752e-05,0.2419501096010208,0.694570779800415,0.3045180141925812
11,0.7720451951026917,9.999999747378752e-05,0.2279546707868576,0.693012535572052,0.30821236968040466
12,0.7901646494865417,9.999999747378752e-05,0.20983532071113586,0.6904308199882507,0.3069976568222046
13,0.8087993264198303,9.999999747378752e-05,0.19120079278945923,0.7412238717079163,0.2583422064781189
14,0.8218598365783691,9.999999747378752e-05,0.17814011871814728,0.7546350955963135,0.2447909116744995
15,0.8268360495567322,9.999999747378752e-05,0.17316390573978424,0.7110499143600464,0.289061963558197
16,0.8412685394287109,9.999999747378752e-05,0.15873129665851593,0.7625763416290283,0.23780763149261475
17,0.8467138409614563,9.999999747378752e-05,0.15328596532344818,0.742786705493927,0.25719696283340454
18,0.8540191650390625,9.999999747378752e-05,0.1459805965423584,0.749210774898529,0.2514766752719879
19,0.8696552515029907,9.999999747378752e-05,0.13034482300281525,0.7716541886329651,0.22901272773742676
20,0.8791722655296326,9.999999747378752e-05,0.12082754075527191,0.7786548733711243,0.22259818017482758
21,0.8823903203010559,9.999999747378752e-05,0.11760984361171722,0.769672155380249,0.23077073693275452
22,0.8802526593208313,9.999999747378752e-05,0.1197473555803299,0.7307736277580261,0.2698819637298584
23,0.8803624510765076,9.999999747378752e-05,0.11963748931884766,0.7310057878494263,0.2681010961532593
24,0.8855785131454468,9.999999747378752e-05,0.11442143470048904,0.7483829855918884,0.25081831216812134
25,0.8952131867408752,9.999999747378752e-05,0.10478679835796356,0.7968177795410156,0.20258378982543945
26,0.8997421860694885,9.999999747378752e-05,0.10025785863399506,0.8080182671546936,0.19263286888599396
27,0.9081814885139465,9.999999747378752e-05,0.0918184444308281,0.7579817175865173,0.24156540632247925
28,0.9062748551368713,9.999999747378752e-05,0.09372524917125702,0.8106421232223511,0.18910081684589386
29,0.9031570553779602,9.999999747378752e-05,0.09684298932552338,0.7872745990753174,0.21423254907131195
30,0.9101734161376953,9.999999747378752e-05,0.08982663601636887,0.7930682897567749,0.20749692618846893
31,0.9148563742637634,9.999999747378752e-05,0.08514360338449478,0.7876798510551453,0.21170726418495178
32,0.9152884483337402,9.999999747378752e-05,0.0847117155790329,0.7991717457771301,0.19968724250793457
33,0.9130907654762268,9.999999747378752e-05,0.08690913021564484,0.7550582885742188,0.24564406275749207
34,0.9213792681694031,9.999999747378752e-06,0.07862073928117752,0.8080843091011047,0.19176605343818665
35,0.928545355796814,9.999999747378752e-06,0.07145476341247559,0.8081796765327454,0.19159777462482452
36,0.9314368963241577,9.999999747378752e-06,0.0685630813241005,0.8077185750007629,0.19204829633235931
37,0.9336235523223877,9.999999747378752e-06,0.06637635827064514,0.8091288805007935,0.19056591391563416
38,0.9352641701698303,9.999999747378752e-06,0.06473592668771744,0.8086763024330139,0.19103923439979553
39,0.9368345141410828,9.999999974752427e-07,0.06316506862640381,0.810745358467102,0.1889171302318573
40,0.9370266199111938,9.999999974752427e-07,0.06297323107719421,0.810827374458313,0.18881855905056
41,0.937208890914917,9.999999974752427e-07,0.06279117614030838,0.8107334971427917,0.1889035701751709
42,0.9373807907104492,9.999999974752427e-07,0.06261910498142242,0.8106115460395813,0.1890208125114441
43,0.9375481009483337,9.999999974752427e-07,0.06245184689760208,0.8104656338691711,0.18916325271129608
44,0.937713623046875,9.999999974752427e-07,0.062286388128995895,0.8103195428848267,0.18930687010288239
45,0.9379436373710632,1.0000000116860974e-07,0.06205639988183975,0.8103069067001343,0.18932124972343445
46,0.9379701018333435,1.0000000116860974e-07,0.062029749155044556,0.8102362751960754,0.18939320743083954
47,0.9379934072494507,1.0000000116860974e-07,0.06200679391622543,0.8101658821105957,0.18946455419063568
48,0.9380142092704773,1.0000000116860974e-07,0.06198566406965256,0.8101085424423218,0.1895223706960678
49,0.9380346536636353,1.0000000116860974e-07,0.061965327709913254,0.8100651502609253,0.18956582248210907
